ind_9523	andalusiaPortugal
ind_9831	andalusiaPortugal
ind_9559	andalusiaPortugal
ind_9579	andalusiaPortugal
ind_9511	andalusiaPortugal
ind_9510	andalusiaPortugal
ind_9509	andalusiaPortugal
ind_9817	andalusiaPortugal
ind_9537	andalusiaPortugal
ind_9943	andalusiaPortugal
ind_9507	andalusiaPortugal
ind_9946	andalusiaPortugal
ind_9515	andalusiaPortugal
ind_9560	andalusiaPortugal
ind_9522	andalusiaPortugal
ind_9873	andalusiaPortugal
ind_9541	andalusiaPortugal
ind_9512	andalusiaPortugal
ind_9900	andalusiaPortugal
ind_9514	andalusiaPortugal
ind_9544	andalusiaPortugal
ind_9759	azerbaijanGeorgia
ind_9091	azerbaijanGeorgia
ind_10012	azerbaijanGeorgia
ind_9099	azerbaijanGeorgia
ind_10013	azerbaijanGeorgia
ind_9089	azerbaijanGeorgia
ind_9081	azerbaijanGeorgia
ind_9069	azerbaijanGeorgia
ind_9070	azerbaijanGeorgia
ind_9075	azerbaijanGeorgia
ind_9078	azerbaijanGeorgia
ind_9079	azerbaijanGeorgia
ind_9084	azerbaijanGeorgia
ind_9085	azerbaijanGeorgia
ind_9067	azerbaijanGeorgia
ind_10014	azerbaijanGeorgia
ind_9095	azerbaijanGeorgia
ind_9113	azerbaijanGeorgia
ind_9990	azerbaijanGeorgia
ind_9115	azerbaijanGeorgia
ind_9114	azerbaijanGeorgia
ind_9111	azerbaijanGeorgia
ind_9100	azerbaijanGeorgia
ind_9105	azerbaijanGeorgia
ind_9102	azerbaijanGeorgia
ind_9104	azerbaijanGeorgia
ind_9106	azerbaijanGeorgia
ind_9103	azerbaijanGeorgia
ind_9991	azerbaijanGeorgia
ind_9121	azerbaijanGeorgia
ind_9988	azerbaijanGeorgia
ind_9993	azerbaijanGeorgia
ind_10006	azerbaijanGeorgia
ind_7328	barcelona
ind_6961	barcelona
ind_7327	barcelona
ind_6970	barcelona
ind_6933	barcelona
ind_6971	barcelona
ind_9573	barcelona
ind_8357	barcelona
ind_9519	barcelona
ind_8264	barcelona
ind_9547	barcelona
ind_9821	barcelona
ind_9891	barcelona
ind_9895	barcelona
ind_9864	barcelona
ind_9521	barcelona
ind_9526	barcelona
ind_9540	barcelona
ind_9868	barcelona
ind_9535	barcelona
ind_5353	britishIsles1
ind_5276	britishIsles1
ind_5726	britishIsles1
ind_7064	britishIsles1
ind_5577	britishIsles1
ind_9937	britishIsles1
ind_5798	britishIsles1
ind_4939	britishIsles1
ind_5236	britishIsles1
ind_7109	britishIsles1
ind_6986	britishIsles1
ind_9298	britishIsles1
ind_6923	britishIsles1
ind_At319	britishIsles1
ind_At370	britishIsles1
ind_4900	britishIsles1
ind_5023	britishIsles1
ind_4840	britishIsles1
ind_4884	britishIsles1
ind_6924	britishIsles1
ind_6989	britishIsles1
ind_9909	britishIsles1
ind_6966	britishIsles1
ind_5253	britishIsles1
ind_6944	britishIsles1
ind_At369	britishIsles1
ind_At361	britishIsles1
ind_7387	britishIsles1
ind_7111	britishIsles2
ind_7342	britishIsles2
ind_5151	britishIsles2
ind_6967	britishIsles2
ind_5741	britishIsles2
ind_5768	britishIsles2
ind_6907	britishIsles2
ind_5165	britishIsles2
ind_5811	britishIsles2
ind_6898	britishIsles2
ind_5349	britishIsles2
ind_At136_140	britishIsles2
ind_At069	britishIsles2
ind_At158	britishIsles2
ind_5644	britishIsles2
ind_10001	britishIsles2
ind_9809	britishIsles2
ind_108	britishIsles2
ind_139	britishIsles2
ind_9926	britishIsles2
ind_7026	britishIsles2
ind_6960	britishIsles2
ind_6959	britishIsles2
ind_7307	britishIsles2
ind_6108	britishIsles2
ind_At394_395	britishIsles2
ind_4807	britishIsles2
ind_5779	britishIsles2
ind_4958	britishIsles2
ind_9925	britishIsles2
ind_6042	cEuropeBaltic
ind_430	cEuropeBaltic
ind_7273	cEuropeBaltic
ind_6243	cEuropeBaltic
ind_7296	cEuropeBaltic
ind_7106	cEuropeBaltic
ind_7223	cEuropeBaltic
ind_8334	cEuropeBaltic
ind_6975	cEuropeBaltic
ind_6976	cEuropeBaltic
ind_9915	cEuropeBaltic
ind_7207	cEuropeBaltic
ind_8365	cEuropeBaltic
ind_8236	cEuropeBaltic
ind_7203	cEuropeBaltic
ind_7177	cEuropeBaltic
ind_9644	cEuropeBaltic
ind_9645	cEuropeBaltic
ind_8311	cEuropeBaltic
ind_7025	cEuropeBaltic
ind_7158	cEuropeBaltic
ind_6919	cEuropeBaltic
ind_9730	cEuropeBaltic
ind_9735	cEuropeBaltic
ind_9731	cEuropeBaltic
ind_9733	cEuropeBaltic
ind_9732	cEuropeBaltic
ind_8235	cEuropeBaltic
ind_9729	cEuropeBaltic
ind_9728	cEuropeBaltic
ind_7236	cEuropeBaltic
ind_8419	cEuropeBaltic
ind_7186	cEuropeBaltic
ind_7394	cEuropeBaltic
ind_7427	cEuropeBaltic
ind_19950	cEuropeBaltic
ind_19949	cEuropeBaltic
ind_19951	cEuropeBaltic
ind_15591	cEuropeBaltic
ind_15592	cEuropeBaltic
ind_15593	cEuropeBaltic
ind_6296	cEuropeBaltic
ind_6390	cEuropeBaltic
ind_6396	cEuropeBaltic
ind_6957	cEuropeBaltic
ind_6956	cEuropeBaltic
ind_6951	cEuropeBaltic
ind_7520	cEuropeBaltic
ind_7424	cEuropeBaltic
ind_7349	cEuropeBaltic
ind_7521	cEuropeBaltic
ind_5893	cEuropeBaltic
ind_5907	cEuropeBaltic
ind_5984	cEuropeBaltic
ind_5950	cEuropeBaltic
ind_5921	cEuropeBaltic
ind_424	cEuropeBaltic
ind_5874	cEuropeBaltic
ind_5890	cEuropeBaltic
ind_5837	cEuropeBaltic
ind_403	cEuropeBaltic
ind_428	cEuropeBaltic
ind_410	cEuropeBaltic
ind_5993	cEuropeBaltic
ind_6008	cEuropeBaltic
ind_8386	cEuropeBaltic
ind_6903	cEuropeBaltic
ind_8285	cEuropeBaltic
ind_6445	cEuropeBaltic
ind_6984	cEuropeBaltic
ind_6424	cEuropeBaltic
ind_10020	cEuropeBaltic
ind_7103	cEuropeBaltic
ind_7460	cEuropeBaltic
ind_8284	cEuropeBaltic
ind_9930	cEuropeBaltic
ind_9655	cSouthItaly
ind_9648	cSouthItaly
ind_9646	cSouthItaly
ind_9963	cSouthItaly
ind_9649	cSouthItaly
ind_9982	cSouthItaly
ind_9968	cSouthItaly
ind_9653	cSouthItaly
ind_9657	cSouthItaly
ind_9964	cSouthItaly
ind_9980	cSouthItaly
ind_9981	cSouthItaly
ind_9658	cSouthItaly
ind_9661	cSouthItaly
ind_9965	cSouthItaly
ind_9660	cSouthItaly
ind_9659	cSouthItaly
ind_9651	cSouthItaly
ind_9962	cSouthItaly
ind_9966	cSouthItaly
ind_9983	cSouthItaly
ind_9984	cSouthItaly
ind_7068	cSouthItaly
ind_7319	cSouthItaly
ind_9663	cSouthItaly
ind_8337	cSouthItaly
ind_8243	cSouthItaly
ind_6904	cSouthItaly
ind_7077	cSouthItaly
ind_9969	cSouthItaly
ind_9647	cSouthItaly
ind_9656	cSouthItaly
ind_9726	cSouthItaly
ind_9725	cSouthItaly
ind_9586	centralSpain1
ind_9867	centralSpain1
ind_9861	centralSpain1
ind_9904	centralSpain1
ind_9888	centralSpain1
ind_9902	centralSpain1
ind_9878	centralSpain1
ind_9539	centralSpain1
ind_9848	centralSpain1
ind_7081	centralSpain1
ind_9897	centralSpain1
ind_9858	centralSpain1
ind_9948	centralSpain1
ind_9556	centralSpain1
ind_9534	centralSpain1
ind_9833	centralSpain1
ind_9825	centralSpain1
ind_9602	centralSpain1
ind_9834	centralSpain1
ind_9841	centralSpain1
ind_9845	centralSpain1
ind_9857	centralSpain1
ind_9882	centralSpain1
ind_9855	centralSpain1
ind_9856	centralSpain1
ind_9843	centralSpain1
ind_9822	centralSpain1
ind_9852	centralSpain1
ind_9859	centralSpain1
ind_9866	centralSpain2
ind_9591	centralSpain2
ind_9587	centralSpain2
ind_9548	centralSpain2
ind_9589	centralSpain2
ind_9565	centralSpain2
ind_9592	centralSpain2
ind_9945	centralSpain2
ind_9584	centralSpain2
ind_9898	centralSpain2
ind_9860	centralSpain2
ind_9883	centralSpain2
ind_9597	centralSpain2
ind_9819	centralSpain2
ind_9846	centralSpain2
ind_9874	centralSpain2
ind_9601	centralSpain2
ind_9903	centralSpain2
ind_9901	centralSpain2
ind_10018	italyBalkanPeninsula
ind_9754	italyBalkanPeninsula
ind_9756	italyBalkanPeninsula
ind_10017	italyBalkanPeninsula
ind_9747	italyBalkanPeninsula
ind_9748	italyBalkanPeninsula
ind_9622	italyBalkanPeninsula
ind_9739	italyBalkanPeninsula
ind_9744	italyBalkanPeninsula
ind_10005	italyBalkanPeninsula
ind_9741	italyBalkanPeninsula
ind_9700	italyBalkanPeninsula
ind_9712	italyBalkanPeninsula
ind_9721	italyBalkanPeninsula
ind_9613	italyBalkanPeninsula
ind_9713	italyBalkanPeninsula
ind_9711	italyBalkanPeninsula
ind_9755	italyBalkanPeninsula
ind_9701	italyBalkanPeninsula
ind_9738	italyBalkanPeninsula
ind_9757	italyBalkanPeninsula
ind_9749	italyBalkanPeninsula
ind_9691	italyBalkanPeninsula
ind_9736	italyBalkanPeninsula
ind_10004	italyBalkanPeninsula
ind_9743	italyBalkanPeninsula
ind_9706	italyBalkanPeninsula
ind_9698	italyBalkanPeninsula
ind_9985	italyBalkanPeninsula
ind_9723	italyBalkanPeninsula
ind_9697	italyBalkanPeninsula
ind_9704	italyBalkanPeninsula
ind_9705	italyBalkanPeninsula
ind_9703	italyBalkanPeninsula
ind_9709	italyBalkanPeninsula
ind_9987	italyBalkanPeninsula
ind_9699	italyBalkanPeninsula
ind_9710	italyBalkanPeninsula
ind_9718	italyBalkanPeninsula
ind_9722	italyBalkanPeninsula
ind_9707	italyBalkanPeninsula
ind_9716	italyBalkanPeninsula
ind_9708	italyBalkanPeninsula
ind_9986	italyBalkanPeninsula
ind_9714	italyBalkanPeninsula
ind_9717	italyBalkanPeninsula
ind_9720	italyBalkanPeninsula
